X,Y,amenity,osm_id
32.53601515,15.63253679,pharmacy,5691668660
32.53396142,15.52866322,pharmacy,3490668393
32.44114114,15.68343917,pharmacy,7834704444
32.41907302,15.66394764,hospital,7966428285
32.49362334,15.64027874,hospital,8006766734
32.44468057,15.61295516,pharmacy,6801517152
26.13014783,11.46268455,clinic,7452472488
32.54531806,15.61230414,hospital,7038742276
32.54210142,15.57784974,pharmacy,4548450395
32.49357816,15.65374108,pharmacy,7023083919
32.45961955,15.73492845,pharmacy,6814349338
32.48861415,15.44874974,pharmacy,7013232266
32.43543617,15.64793779,pharmacy,7200329260
36.39822204,15.45704363,pharmacy,2278131241
32.60315822,15.61382118,pharmacy,6942755406
32.62779196,15.61327392,pharmacy,4605372218
26.12859508,11.46297037,pharmacy,7452472287
26.13145298,11.46177864,pharmacy,7452473785
32.56749397,15.54837553,pharmacy,4633226297
32.56432704,15.5023878,pharmacy,4548458732
32.56468579,15.59493725,pharmacy,7294567339
32.54155182,15.53250825,pharmacy,4548433596
32.539426,15.64152395,pharmacy,4639366791
32.61618294,15.60411569,pharmacy,6813530909
32.56368323,15.58012743,pharmacy,6000704804
32.5631866,15.57643797,pharmacy,7947387044
32.56631087,15.5951872,pharmacy,7736702064
36.39557462,15.45575885,pharmacy,2278069851
32.56671773,15.5416747,pharmacy,4548458741
32.58081433,15.5510626,pharmacy,7366333892
32.53057404,15.58556964,pharmacy,4331008812
32.56378322,15.50225369,pharmacy,6055111885
36.3980933,15.45704623,pharmacy,2278131237
32.47680254,15.69176525,dentist,4634557989
32.55630606,15.53187567,pharmacy,5993041135
32.53629938,15.5654581,pharmacy,4548450116
32.45068738,15.59056274,pharmacy,7154080257
32.45973757,15.73083288,pharmacy,6805803713
32.53137778,15.64302909,pharmacy,7023083918
32.48499954,15.46610354,pharmacy,6903152354
32.52731314,15.62568752,clinic,6877445407
32.55658308,15.54690719,pharmacy,4633271290
32.55971339,15.57614528,pharmacy,4548439390
36.39816035,15.45704363,pharmacy,2278131240
32.5094985,15.70785984,pharmacy,6795819554
32.53796855,15.56942089,pharmacy,4548474198
32.51443854,15.52531239,pharmacy,7004720375
32.5798111,15.55918785,pharmacy,7366388484
32.49706269,15.53131282,pharmacy,7010915545
32.46493904,15.60456278,pharmacy,7151223826
32.4915619,15.64181229,pharmacy,7247012429
32.60468959,15.59822505,hospital,7207950585
26.13603084,11.45156168,clinic,7431170987
32.49056235,15.6370621,pharmacy,7246994411
32.54015363,15.63255104,pharmacy,2276735775
32.52945807,15.60359324,pharmacy,4359863897
33.5200904,14.39706975,pharmacy,7301850731
32.50868604,15.51531219,pharmacy,7005468243
32.46018592,15.59606269,pharmacy,7151275752
32.44806284,15.66206255,pharmacy,7183566347
26.14394344,11.46558218,clinic,7441946886
32.57401434,15.55344163,pharmacy,7905631825
32.56823887,15.6068963,pharmacy,6007421973
30.46757519,19.17802375,doctors,8033534689
32.52450093,15.64141197,pharmacy,4639379794
32.47619988,15.71851718,pharmacy,6796892696
32.57256662,15.59659159,hospital,3581912299
32.52119905,15.52238333,pharmacy,6993244746
32.57818593,15.73256207,pharmacy,6971627841
32.56543722,15.49318782,pharmacy,7089373687
32.48865044,15.64427213,pharmacy,4759494221
32.55975035,15.61124332,hospital,6007363151
32.53831095,15.55156224,pharmacy,7013181843
32.52731314,15.5274372,pharmacy,7004788822
32.46068565,15.64968776,pharmacy,7170213289
32.57439848,15.58727745,pharmacy,4629153490
32.55568697,15.70368767,pharmacy,6947565995
32.5727843,15.63561035,pharmacy,6855036183
32.55845937,15.59671857,pharmacy,6007676429
32.45956415,15.60868734,pharmacy,7154131902
32.57601049,15.59754319,pharmacy,4629220589
32.57031247,15.59606269,pharmacy,7736818103
32.53541492,15.58434026,pharmacy,4548439403
32.56844096,15.57580053,pharmacy,6996802080
32.48956298,15.44306278,pharmacy,7066463168
32.49943912,15.50993729,pharmacy,7005500162
32.46641007,15.47390684,pharmacy,6903152356
32.56094176,15.60843958,pharmacy,6801721346
32.52618787,15.53418723,pharmacy,7004867271
32.52626675,15.53233089,pharmacy,3488609862
33.30424172,14.73150173,pharmacy,6918289005
32.53497504,15.59745283,clinic,7020258402
32.58281324,15.53731242,pharmacy,7004709720
32.57497298,15.56314276,pharmacy,1102343705
32.49503217,15.53276298,pharmacy,6055046593
32.59141936,15.70533957,pharmacy,7050332802
32.53634297,15.56342197,pharmacy,7702844585
32.52036136,15.52750786,pharmacy,3487439391
32.52984423,15.59869595,hospital,9078270794
32.45218656,15.64806268,pharmacy,7200393038
32.54431147,15.67318726,clinic,6964025438
32.48693844,15.45706266,pharmacy,7066616664
33.52654245,14.39650204,hospital,4662886971
32.501819,15.4718651,pharmacy,6796803738
32.52856272,15.62669712,pharmacy,6052324185
32.52984993,15.64127794,pharmacy,4639386289
32.53100713,15.64344827,pharmacy,2276618632
32.57140874,15.55851369,pharmacy,4548457819
32.56782079,15.59569456,pharmacy,7294564205
32.46093744,15.64893716,pharmacy,7170214004
32.52330919,15.58498852,pharmacy,6008262785
32.52468869,15.66218752,pharmacy,6952417788
32.54751973,15.58555539,pharmacy,4548450100
32.62386487,15.63320684,pharmacy,7038287176
32.57121546,15.50400726,pharmacy,4548458927
32.48880165,15.64442392,pharmacy,7023083917
32.53052098,15.60392265,dentist,7038287145
32.45243836,15.67831229,pharmacy,7216138334
32.4916878,15.4509373,pharmacy,7069338988
32.489563,15.4430628,pharmacy,7066463168
32.4903107,15.4404373,pharmacy,7066472417
32.6189537,15.5984329,pharmacy,6898081298
32.5694639,15.5330492,pharmacy,4548525889
33.4733517,14.8036371,doctors,5384994969
33.3525065,14.7264294,hospital,6092481529
33.2983151,14.7299751,hospital,6840044075
33.0226014,14.2251635,hospital,10019056054
33.2999175,14.7387066,pharmacy,6918292077
33.3004108,14.7387891,pharmacy,6918292076
33.5397245,13.8217859,pharmacy,6960520585
34.148928,13.9587969,clinic,8118574417
36.3955747,15.4557589,pharmacy,2278069851
32.563093,15.539468,clinic,4855040422
32.5356865,15.5275621,pharmacy,7004827901
32.5476554,15.5308806,pharmacy,6834089410
33.5395935,14.3928487,pharmacy,7074526372
33.5248292,14.3983607,pharmacy,7074526371
33.5252717,14.3983555,pharmacy,7074526370
33.5265425,14.3965021,hospital,4662886971
32.5797256,15.55909,pharmacy,4631470290
32.5785809,15.5624431,pharmacy,4650703691
32.577831,15.5636307,pharmacy,7007940873
32.5774348,15.5695767,pharmacy,4635108889
32.578515,15.565561,pharmacy,4629108290
32.5783619,15.5635911,pharmacy,4625417704
32.582725,15.5384998,pharmacy,4631474195
32.5356057,15.5696033,dentist,5726254679
32.560688,15.5878124,pharmacy,7746379134
32.444561,15.6126871,pharmacy,7160741565
32.4581871,15.6134377,pharmacy,7158702949
32.454937,15.6083126,pharmacy,7154067864
32.4595642,15.6086874,pharmacy,7154131902
32.456562,15.5870628,pharmacy,7151297171
32.4523125,15.5826874,pharmacy,7151340990
32.5349506,15.6035021,hospital,7038742274
32.5256882,15.5365629,pharmacy,7004890945
32.5747989,15.7515477,clinic,7040720575
32.5766869,15.7510624,pharmacy,6974078540
32.5790634,15.7505627,pharmacy,7730679141
32.5881882,15.7585621,pharmacy,6974069262
32.5823135,15.7646875,pharmacy,6973914412
32.586937,15.7764378,pharmacy,6974069310
32.6238649,15.6332069,pharmacy,7038287176
32.6244305,15.6344297,pharmacy,6824577886
32.6305632,15.6297188,pharmacy,6832110554
32.6329146,15.6406018,pharmacy,7050332799
32.6319196,15.6379525,pharmacy,6832110558
32.6390093,15.6418846,pharmacy,7050332800
32.6328409,15.6468599,pharmacy,7050332801
32.6356431,15.7013502,pharmacy,9041209075
32.4899857,15.6924137,clinic,7040091882
32.4860052,15.6447007,pharmacy,7023083920
32.5790634,15.7203121,pharmacy,6964857566
32.5481873,15.6896877,clinic,6943123790
33.5354004,14.3886943,pharmacy,5070985439
32.6928139,15.5141878,pharmacy,7128934911
32.6895638,15.5171871,pharmacy,7129169259
32.5245628,15.5273123,pharmacy,7004727457
32.5793999,15.5074053,pharmacy,4548458928
33.0925522,15.0140674,pharmacy,8400289129
32.4411412,15.6834392,pharmacy,7834704444
32.4863129,15.6591873,pharmacy,7252287554
32.4465637,15.6478128,pharmacy,7167499596
32.4609375,15.621563,pharmacy,7158755106
32.5069676,15.7003437,doctors,6967918108
32.4992486,15.6821884,pharmacy,6964162279
32.5489388,15.6913128,pharmacy,6943123262
32.5086777,15.7059596,pharmacy,6795826338
32.4596196,15.7349285,pharmacy,6814349338
32.4884043,15.6301165,pharmacy,6063472504
33.5000462,14.4275804,unknown,7301850739
33.2238604,15.0976819,hospital,7423356032
33.0974814,15.0135224,clinic,8279677910
33.0974817,15.0136824,pharmacy,8279677909
32.6873131,15.5096874,pharmacy,7122703968
32.634124,15.608869,pharmacy,6832240762
32.6338509,15.6019011,pharmacy,6812382686
32.6279088,15.5976743,clinic,7040091877
32.6364483,15.592603,pharmacy,6832066729
32.6411024,15.6163966,pharmacy,6832212137
32.6204033,15.6110993,pharmacy,6824557242
32.5659751,15.4869472,pharmacy,8044103578
32.5622076,15.4923143,pharmacy,8042141787
32.4993995,15.4881355,pharmacy,7905516320
32.4884377,15.449688,pharmacy,7069354986
32.4916878,15.4934378,pharmacy,7040858566
32.4707046,15.6075029,pharmacy,49230629
32.5739,15.5670664,pharmacy,1917297176
33.0973942,15.013706,unknown,8279677908
32.5439501,15.5621123,hospital,8642470417
26.1301479,11.4626846,clinic,7452472488
26.131453,11.4617787,pharmacy,7452473785
32.5233092,15.5849886,pharmacy,6008262785
32.5591645,15.6115715,hospital,6007346723
32.5347739,15.5996416,hospital,6817315759
32.5294337,15.5981035,hospital,7038287140
32.5295667,15.5975651,hospital,7038742268
32.5453181,15.6123042,hospital,7038742276
32.4892178,15.6471631,hospital,7039034612
32.5820848,15.7801458,hospital,7040720577
32.4866867,15.6411877,hospital,7246990945
32.5513001,15.5672084,hospital,7856337095
32.4823752,15.6371718,hospital,6795068075
32.5709038,15.5995512,hospital,7141115685
32.4939567,15.641767,hospital,8006763723
32.5294018,15.5986224,hospital,9078270795
32.559641,15.6124025,hospital,9078273718
32.5863113,15.5564375,pharmacy,7401901230
32.5901871,15.553812,pharmacy,7401930356
32.5806885,15.5536871,pharmacy,7366341690
32.5808144,15.5510626,pharmacy,7331538281
32.5803108,15.5523129,pharmacy,7331558219
32.4768026,15.6917653,dentist,4634557989
33.5200904,14.3970698,pharmacy,7301850731
32.5635643,15.6065626,pharmacy,7294424715
32.5351839,15.5731571,dentist,4548448621
32.5362994,15.5654581,pharmacy,4548450116
32.5421015,15.5778498,pharmacy,4548450395
32.5764389,15.5883121,pharmacy,7398366777
32.5712155,15.5040073,pharmacy,4548458927
32.4891891,15.6514378,pharmacy,7252257118
32.4855614,15.6563129,pharmacy,7252300545
32.484314,15.651063,pharmacy,7252314385
32.4799385,15.6413126,pharmacy,7245633165
32.4818115,15.6368122,pharmacy,7245723881
32.4814377,15.635438,pharmacy,7245724152
32.4805641,15.6321878,pharmacy,7245772198
32.4633141,15.6451874,pharmacy,7245491377
32.4196892,15.6635628,pharmacy,7236627430
32.4379387,15.6754379,pharmacy,7216104533
32.4401894,15.6635628,pharmacy,7183598133
32.4676857,15.7039375,pharmacy,7176300502
32.4606857,15.6496878,pharmacy,7170213289
32.4609375,15.6489372,pharmacy,7170214004
32.576835,15.5755884,pharmacy,4625443497
32.5771276,15.5736659,pharmacy,4625443498
32.5764389,15.5784378,pharmacy,7398309791
32.4570618,15.6593122,pharmacy,7180442264
32.4559364,15.6606874,pharmacy,7180480800
32.4498138,15.661437,pharmacy,7180487229
32.4563141,15.7069378,pharmacy,7176160414
32.461937,15.6893129,pharmacy,7176032367
32.4506874,15.5905628,pharmacy,7154080257
32.4573135,15.5880623,pharmacy,7151283776
32.4364357,15.6480627,pharmacy,7169721955
32.4500618,15.6246872,pharmacy,7169496284
32.444561,15.6299372,pharmacy,7166719657
32.4439392,15.6248121,pharmacy,7166684762
32.4366875,15.6245623,pharmacy,7166686260
32.4358139,15.6174374,pharmacy,7166688906
32.4354362,15.6148129,pharmacy,7166704932
32.4620628,15.6290627,pharmacy,7166052623
32.4610634,15.6325626,pharmacy,7166064305
32.4615631,15.6320629,pharmacy,7166076886
32.4614372,15.6400623,pharmacy,7166090439
32.4343109,15.5965624,pharmacy,7159914844
32.4560623,15.5856876,pharmacy,7151305757
32.6911888,15.5221872,pharmacy,7129208388
32.689064,15.5215626,pharmacy,7129210153
32.5379686,15.5694209,pharmacy,4548474198
32.6315613,15.4924374,pharmacy,7095683011
32.5941887,15.5020628,pharmacy,7095724398
32.5718117,15.5040627,pharmacy,7089487258
32.5654373,15.4931879,pharmacy,7089373687
32.5510635,15.4899378,hospital,7088863526
32.5534363,15.4911871,pharmacy,7088875814
32.5343717,15.5754193,pharmacy,4548458527
32.4928131,15.4816875,pharmacy,7079502511
32.4888115,15.4810629,pharmacy,7079513189
32.4851875,15.4620628,pharmacy,7069351349
32.4869385,15.4570627,pharmacy,7066616664
32.4849358,15.4659376,pharmacy,7066656689
32.4953117,15.4161873,pharmacy,7066535177
32.4751892,15.4775629,pharmacy,7066434888
32.6129241,15.6521761,pharmacy,5899911485
32.4846878,15.4924374,pharmacy,7040853724
32.4889374,15.493063,pharmacy,7040850749
32.4875641,15.5186872,pharmacy,7039273466
32.5003128,15.560813,pharmacy,7039308996
32.5264074,15.6413356,pharmacy,2276645298
32.5039368,15.4589376,pharmacy,7033147614
32.4889191,15.6445416,pharmacy,7023083909
32.5313777,15.6509245,pharmacy,7023083923
32.5405617,15.5408125,pharmacy,7013063038
32.5406876,15.5376873,pharmacy,7013063079
32.5413132,15.5354376,pharmacy,7013075415
32.5116882,15.5323124,pharmacy,7010780891
32.5651645,15.5503583,pharmacy,4633314189
32.527813,15.5341873,pharmacy,7013035627
32.5403137,15.5419378,pharmacy,7013055556
32.5418129,15.5331879,pharmacy,7013087317
32.524189,15.5466871,pharmacy,7010715065
32.6199357,15.6101241,pharmacy,4629154389
32.4994392,15.5099373,pharmacy,7005500162
32.5040627,15.5235624,pharmacy,7005487865
32.5261879,15.5341873,pharmacy,7004867271
32.5264359,15.5323124,pharmacy,7004867835
32.5273132,15.5274372,pharmacy,7004788822
32.5150642,15.5221872,pharmacy,7005524672
32.520813,15.5210629,pharmacy,7005530133
32.5131874,15.5254374,pharmacy,7005459865
32.4980621,15.5191879,pharmacy,7005480032
32.5366859,15.5205622,pharmacy,7004866192
32.5255623,15.5386877,pharmacy,7004917386
32.5238113,15.5271873,pharmacy,7004766144
32.5354385,15.5285625,pharmacy,7004811363
32.5825615,15.5384378,pharmacy,7004721776
32.5020638,15.5233126,clinic,7004740931
32.578186,15.7325621,pharmacy,6971627841
32.505882,15.6979318,dentist,6964182290
32.531311,15.6474371,pharmacy,6959948077
32.5583115,15.7015629,pharmacy,6953368499
32.5249367,15.6291876,pharmacy,6953235633
32.5390625,15.6416874,pharmacy,6953271945
32.5418129,15.6453123,pharmacy,6953290613
32.555687,15.7036877,pharmacy,6947727489
32.5730629,15.6356878,pharmacy,6874811371
32.5304375,15.5280628,pharmacy,7004795512
32.5828133,15.5373125,pharmacy,7004709720
32.555687,15.7036877,pharmacy,6947565995
32.5144386,15.5253124,pharmacy,7004720375
32.6079175,15.6126737,pharmacy,6942755408
32.6061655,15.6041203,pharmacy,6942365297
32.443134,15.6561295,pharmacy,6936661736
33.3035406,14.738862,pharmacy,6918242958
33.3042418,14.7315018,pharmacy,6918289005
33.3011619,14.7469753,pharmacy,6918319827
33.299734,14.7475204,pharmacy,6918319828
33.3027464,14.7382846,pharmacy,6918242957
33.3019716,14.7360227,pharmacy,6918289014
33.2992412,14.7384342,pharmacy,6918292078
33.2990965,14.7364593,pharmacy,6918292081
32.6323078,15.5967196,pharmacy,6812382590
32.6217425,15.5980614,pharmacy,6812382592
32.6161125,15.5987057,pharmacy,6813539768
32.6366917,15.5961738,pharmacy,6832066732
32.5684357,15.6608124,pharmacy,6877172761
32.5698419,15.6358042,pharmacy,6854983288
32.6135573,15.5989452,pharmacy,6898050905
32.6288218,15.5971215,pharmacy,6898112927
32.5600706,15.6258466,pharmacy,6854955364
32.4850695,15.7313135,pharmacy,6789373200
32.5094985,15.7078599,pharmacy,6795819554
32.5134226,15.7201852,pharmacy,6795897015
32.5097569,15.7087399,pharmacy,6801952006
32.4982015,15.6793861,pharmacy,6795816192
32.6377174,15.4907346,pharmacy,6833721514
32.5186155,15.5258871,pharmacy,6802038323
32.6281436,15.6156292,pharmacy,4605922890
32.6367631,15.595608,pharmacy,6832066731
32.5721653,15.592717,pharmacy,6846836329
32.616183,15.6041157,pharmacy,6813530909
32.499208,15.6792913,pharmacy,6833789472
32.6152689,15.5911021,pharmacy,6832016616
32.6334418,15.6084156,pharmacy,6832066742
32.627792,15.613274,pharmacy,4605372218
32.6146817,15.6110222,pharmacy,4634831595
32.612011,15.611568,pharmacy,4639854789
32.6383469,15.6056114,pharmacy,6832066736
32.6277923,15.6118581,pharmacy,6832089059
32.6275105,15.6123177,pharmacy,6832089060
32.6209868,15.603976,pharmacy,6812382585
32.6251482,15.6033235,pharmacy,6812382586
32.6372843,15.6013697,pharmacy,6812382589
32.6273265,15.6029809,pharmacy,6812382685
32.6175424,15.5988814,pharmacy,6812382687
32.6291547,15.5971133,pharmacy,6812382786
32.6270421,15.6098477,pharmacy,6812638988
32.5683136,15.6068125,pharmacy,6796816787
32.5384827,15.5847363,pharmacy,998604353
32.5350837,15.584555,pharmacy,4556188895
32.4985868,15.6811978,pharmacy,6814390085
32.5682389,15.6068963,pharmacy,6007421973
32.486104,15.6735092,pharmacy,6796500182
32.4856521,15.7004651,pharmacy,6796514389
32.4858789,15.719672,pharmacy,6794533673
32.485838,15.7204823,pharmacy,6794570275
32.4859203,15.7042298,pharmacy,6796515243
32.485534,15.6831228,pharmacy,6796505586
32.4851532,15.6990191,pharmacy,6796507857
32.4853356,15.6903429,pharmacy,6796521874
32.4597376,15.7308329,pharmacy,6805803713
32.4598127,15.7283544,pharmacy,6805791766
32.521378,15.7170921,pharmacy,6795886163
32.4764772,15.7181023,pharmacy,6794756207
32.5061198,15.6994909,pharmacy,6801923956
32.5063719,15.7000848,pharmacy,6801927657
32.5059642,15.6990623,pharmacy,6801928696
32.5209947,15.5266521,pharmacy,6802023495
32.4765802,15.7091505,pharmacy,6794938712
32.5021776,15.4636297,pharmacy,6796672874
32.5307316,15.6234578,pharmacy,6000839986
36.3981604,15.4570437,pharmacy,2278131240
36.3982221,15.4570437,pharmacy,2278131241
36.3982206,15.4506503,clinic,6758197988
32.5339615,15.5286633,pharmacy,3490668393
22.1589333,12.7097033,hospital,10878757602
32.490261,15.5078674,pharmacy,6055230128
32.4998888,15.482555,pharmacy,8021693810
32.4941864,15.4513121,pharmacy,7069321016
32.5892103,15.5255143,hospital,6833660357
32.4950638,15.5328121,pharmacy,7010923617
32.4944382,15.5349379,pharmacy,7005473662
32.4954376,15.534687,pharmacy,7005487219
32.4969927,15.5312463,pharmacy,3832531148
32.5491773,15.5597012,pharmacy,4548443091
32.4780132,15.6187464,pharmacy,5047381222
32.481125,15.61885,pharmacy,6796343972
32.4711876,15.618063,pharmacy,7245941524
32.4858131,15.6403122,pharmacy,7245728989
32.5749359,15.6326876,pharmacy,6874916379
32.5295639,15.6265621,pharmacy,6893194226
32.5605426,15.6298607,pharmacy,6854981086
32.4888115,15.5343122,pharmacy,7039279180
32.5011864,15.5255623,pharmacy,7010887356
32.5160637,15.5298128,pharmacy,7010781697
32.5637016,15.559364,clinic,7007955030
32.5394363,15.5293121,pharmacy,7004799800
32.5374374,15.5291872,pharmacy,7004828936
32.5406876,15.5294371,pharmacy,7004847196
32.5353127,15.5289373,pharmacy,7004788831
32.4959376,15.5325684,pharmacy,6055046595
32.5071352,15.700736,pharmacy,6967918110
32.4762602,15.7223859,pharmacy,6794707932
32.6126488,15.5718908,pharmacy,5465427821
32.612613,15.572464,pharmacy,6795058252
32.610466,15.5798426,pharmacy,6796044702
32.6241915,15.5976816,pharmacy,6352953660
32.6167371,15.6009184,pharmacy,6812382593
32.6147552,15.5989011,pharmacy,6813504569
32.6108949,15.5994236,pharmacy,4924628122
32.6165042,15.6034789,pharmacy,6812382594
32.6184308,15.6043917,pharmacy,6812229485
32.6162285,15.6063114,pharmacy,6813521397
32.6077881,15.6031641,doctors,6832115395
32.5631866,15.576438,pharmacy,7947387044
32.5705643,15.5770626,hospital,7947424207
32.4466858,15.5921879,pharmacy,7159941848
32.4553108,15.5888128,pharmacy,7154057563
32.4588821,15.591641,pharmacy,7021326304
32.4586266,15.5901864,clinic,7021326306
32.5979546,13.5043193,clinic,4456478878
32.5056292,15.6689763,pharmacy,7834828491
32.4805958,15.67806,hospital,6805029875
32.4770044,15.6715595,pharmacy,6805110237
32.4962975,15.7205023,pharmacy,6801660066
32.6165931,15.5911053,pharmacy,6832067290
32.6126437,15.594957,pharmacy,6832016614
32.6092023,15.5845845,pharmacy,6941759865
32.5273363,15.5910619,pharmacy,4548459493
32.6329909,15.5910505,pharmacy,6832067300
32.6301597,15.6025331,pharmacy,6812382587
32.4629364,15.5896873,pharmacy,7164573239
32.4978751,15.5192087,clinic,4344359689
32.5607225,15.4923849,pharmacy,8043802325
32.4961544,15.4598818,pharmacy,8035592781
32.4860515,15.4804064,pharmacy,8025693393
32.5198135,15.4490623,pharmacy,7066605130
32.5876629,15.523851,pharmacy,6833683139
32.5298443,15.598696,hospital,9078270794
32.440937,15.6481876,pharmacy,7170177528
32.4354362,15.6479378,pharmacy,7169707288
32.4335632,15.647562,pharmacy,7169521119
32.4403114,15.6141872,pharmacy,7160218212
32.4303131,15.5568123,pharmacy,7129520705
32.4300613,15.5550623,pharmacy,7129534928
32.5762012,15.5768783,pharmacy,4634742419
32.5730941,15.5723287,pharmacy,1102343722
32.5758496,15.5812752,pharmacy,4625392005
32.5718512,15.5795269,dentist,4772963828
32.5715711,15.5810417,pharmacy,7843563215
32.5562351,15.6243944,pharmacy,4611280293
32.5561613,15.6244802,clinic,4627918489
32.5583491,15.6214524,pharmacy,4627918189
32.5412385,15.6536434,pharmacy,5515944827
32.5443115,15.6731873,clinic,6964025438
32.5434941,15.6731019,pharmacy,2276864068
32.5483392,15.6726446,pharmacy,2279509572
32.5502283,15.6689454,pharmacy,6795656384
32.5378113,15.6698122,pharmacy,6895048987
32.5366859,15.6673126,pharmacy,6942979380
32.5350609,15.6633129,pharmacy,6894974548
32.5463142,15.657937,pharmacy,6953322487
32.5470619,15.6611872,pharmacy,6953314904
32.5560608,15.6880627,pharmacy,6913640521
32.5311687,15.5885231,hospital,7039114129
32.5389366,15.529563,pharmacy,7004787244
32.5395622,15.5441875,pharmacy,7013076765
32.5386887,15.5494375,pharmacy,7013170848
32.538311,15.5515623,pharmacy,7013181843
32.5418369,15.5522881,hospital,7039411234
32.5420033,15.552782,dentist,5113322822
32.5415519,15.5325083,pharmacy,4548433596
32.5321884,15.5395622,pharmacy,7013043366
32.5282426,15.5217095,pharmacy,7229435586
32.5281868,15.5216875,pharmacy,6802101669
32.5211991,15.5223834,pharmacy,6993244746
32.5169097,15.5256235,pharmacy,6802057216
32.5178779,15.5258096,pharmacy,6802041047
32.5146866,15.5238123,pharmacy,7005507761
32.5128059,15.5249278,pharmacy,6802068533
32.5070771,15.5244267,pharmacy,7005467607
32.5630608,15.5226879,pharmacy,7151197162
32.5407551,15.6216223,pharmacy,4269539506
32.5353583,15.6232743,pharmacy,6959721513
32.535416,15.6233957,hospital,7039337970
32.5279618,15.6241537,pharmacy,6051371058
32.5279388,15.6245623,pharmacy,6893551127
32.5285606,15.626687,pharmacy,6893207751
32.5630608,15.6045628,pharmacy,7294411567
32.5636888,15.6078544,doctors,4924761823
32.5597504,15.6112434,hospital,6007363151
32.5609418,15.6084396,pharmacy,6801721346
32.5623131,15.6038122,pharmacy,7294433721
32.5622908,15.600684,pharmacy,6007615929
32.5587627,15.6001484,pharmacy,6007645204
32.5611217,15.580056,clinic,5985354745
32.5619237,15.5763377,doctors,5998452985
32.5597134,15.5761453,pharmacy,4548439390
32.5643549,15.5762925,dentist,4786945321
32.5645836,15.5773255,doctors,7064966985
32.5657997,15.5765523,clinic,4786900622
32.5655724,15.5804287,pharmacy,6000344785
32.5726418,15.5966226,hospital,3581912299
32.4529381,15.6543121,pharmacy,7200388937
32.5616875,15.7223129,hospital,7726686414
32.5704384,15.6656876,clinic,6877146662
32.529686,15.6412824,pharmacy,6948971073
32.6247513,15.6384352,pharmacy,7038287159
32.5420609,15.6534376,pharmacy,6959970714
32.5594368,15.7106876,pharmacy,6947576246
32.6070523,15.6005942,pharmacy,6942364648
32.529686,15.6246872,pharmacy,6893188418
32.5751877,15.6695623,pharmacy,6877133487
32.623729,15.6302259,pharmacy,6824580322
32.4276832,15.5481859,clinic,5076447424
32.4273109,15.5480623,pharmacy,7129507750
33.3002728,14.7357224,pharmacy,6918289008
32.5691872,15.5770626,pharmacy,7947389776
32.568441,15.5758006,pharmacy,6996802080
32.5348264,15.5740681,pharmacy,4556298190
32.5232549,15.5797969,pharmacy,7120186195
32.5497659,15.5789842,dentist,4888551324
32.54529,15.6112608,hospital,2845734280
32.5203614,15.5275079,pharmacy,3487439391
32.5203133,15.5280628,pharmacy,7004876348
32.5125618,15.5296879,pharmacy,7005467606
32.5114365,15.5353127,pharmacy,7005459876
32.4970627,15.5313129,pharmacy,7010915545
32.4219959,15.5237664,clinic,5076449722
32.4265633,15.5438128,pharmacy,7130180237
32.4880935,15.5190556,pharmacy,7040838308
32.4535688,15.5891634,pharmacy,7021350382
